"","folder","n_taxa"
"619","data/0.2-0.1-1-0.15/459",9
"620","data/0.2-0.1-1-0.15/460",6
"621","data/0.2-0.1-1-0.15/461",12
"622","data/0.2-0.1-1-0.15/462",46
"623","data/0.2-0.1-1-0.15/463",8
"624","data/0.2-0.1-1-0.15/464",27
"625","data/0.2-0.1-1-0.15/465",12
"626","data/0.2-0.1-1-0.15/466",14
"627","data/0.2-0.1-1-0.15/467",48
"628","data/0.2-0.1-1-0.15/468",3
"629","data/0.2-0.1-1-0.15/469",16
"630","data/0.2-0.1-1-0.15/470",12
"631","data/0.2-0.1-1-0.15/471",8
"632","data/0.2-0.1-1-0.15/472",11
"633","data/0.2-0.1-1-0.15/473",16
"634","data/0.2-0.1-1-0.15/474",38
"635","data/0.2-0.1-1-0.15/475",5
"636","data/0.2-0.1-1-0.15/476",10
"637","data/0.2-0.1-1-0.15/477",46
"638","data/0.2-0.1-1-0.15/478",25
"639","data/0.2-0.1-1-0.15/479",18
"640","data/0.2-0.1-1-0.15/480",18
"641","data/0.2-0.1-1-0.2/681",18
"642","data/0.2-0.1-1-0.2/682",93
"643","data/0.2-0.1-1-0.2/683",24
"644","data/0.2-0.1-1-0.2/684",7
"645","data/0.2-0.1-1-0.2/685",37
"646","data/0.2-0.1-1-0.2/686",125
"647","data/0.2-0.1-1-0.2/687",41
"648","data/0.2-0.1-1-0.2/688",15
"649","data/0.2-0.1-1-0.2/689",66
"650","data/0.2-0.1-1-0.2/690",11
"651","data/0.2-0.1-1-0.2/691",48
"652","data/0.2-0.1-1-0.2/692",7
"653","data/0.2-0.1-1-0.2/693",14
"654","data/0.2-0.1-1-0.2/694",15
"655","data/0.2-0.1-1-0.2/695",62
"656","data/0.2-0.1-1-0.2/696",36
"657","data/0.2-0.1-1-0.2/697",14
"658","data/0.2-0.1-1-0.2/698",19
"659","data/0.2-0.1-1-0.2/699",30
"660","data/0.2-0.1-1-0.2/700",30
"661","data/0.2-0.1-1-0.2/701",6
"662","data/0.2-0.1-1-0.2/702",3
"663","data/0.2-0.1-1-0.2/703",12
"664","data/0.2-0.1-1-0.2/704",123
"665","data/0.2-0.1-1-0.2/705",58
"666","data/0.2-0.1-1-0.2/706",20
"667","data/0.2-0.1-1-0.2/707",29
"668","data/0.2-0.1-1-0.2/708",63
"669","data/0.2-0.1-1-0.2/709",24
"670","data/0.2-0.1-1-0.2/710",11
"671","data/0.2-0.1-1-0.2/711",32
"672","data/0.2-0.1-1-0.2/712",30
"673","data/0.2-0.1-1-0.2/713",33
"674","data/0.2-0.1-1-0.2/714",23
"675","data/0.2-0.1-1-0.2/715",44
"676","data/0.2-0.1-1-0.2/716",11
"677","data/0.2-0.1-1-0.2/717",34
"678","data/0.2-0.1-1-0.2/718",19
"679","data/0.2-0.1-1-0.2/719",15
"680","data/0.2-0.1-1-0.2/720",9
"681","data/0.2-0.1-1.5-0.1/281",33
"682","data/0.2-0.1-1.5-0.1/282",53
"683","data/0.2-0.1-1.5-0.1/283",15
"684","data/0.2-0.1-1.5-0.1/284",2
"685","data/0.2-0.1-1.5-0.1/285",9
"686","data/0.2-0.1-1.5-0.1/286",38
"687","data/0.2-0.1-1.5-0.1/287",21
"688","data/0.2-0.1-1.5-0.1/288",23
"689","data/0.2-0.1-1.5-0.1/289",25
"690","data/0.2-0.1-1.5-0.1/290",81
"691","data/0.2-0.1-1.5-0.1/291",12
"692","data/0.2-0.1-1.5-0.1/292",17
"693","data/0.2-0.1-1.5-0.1/293",11
"694","data/0.2-0.1-1.5-0.1/294",41
"695","data/0.2-0.1-1.5-0.1/295",16
"696","data/0.2-0.1-1.5-0.1/296",33
"697","data/0.2-0.1-1.5-0.1/297",13
"698","data/0.2-0.1-1.5-0.1/298",42
"699","data/0.2-0.1-1.5-0.1/299",9
"700","data/0.2-0.1-1.5-0.1/300",16
"701","data/0.2-0.1-1.5-0.1/301",6
"702","data/0.2-0.1-1.5-0.1/302",24
"703","data/0.2-0.1-1.5-0.1/303",15
"704","data/0.2-0.1-1.5-0.1/304",17
"705","data/0.2-0.1-1.5-0.1/305",8
"706","data/0.2-0.1-1.5-0.1/306",22
"707","data/0.2-0.1-1.5-0.1/307",24
"708","data/0.2-0.1-1.5-0.1/308",52
"709","data/0.2-0.1-1.5-0.1/309",5
"710","data/0.2-0.1-1.5-0.1/310",20
"711","data/0.2-0.1-1.5-0.1/311",23
"712","data/0.2-0.1-1.5-0.1/312",58
"713","data/0.2-0.1-1.5-0.1/313",15
"714","data/0.2-0.1-1.5-0.1/314",22
"715","data/0.2-0.1-1.5-0.1/315",16
"716","data/0.2-0.1-1.5-0.1/316",38
"717","data/0.2-0.1-1.5-0.1/317",6
"718","data/0.2-0.1-1.5-0.1/318",32
"719","data/0.2-0.1-1.5-0.1/319",15
"720","data/0.2-0.1-1.5-0.1/320",11
"721","data/0.2-0.1-1.5-0.15/521",18
"722","data/0.2-0.1-1.5-0.15/522",105
"723","data/0.2-0.1-1.5-0.15/523",81
"724","data/0.2-0.1-1.5-0.15/524",54
"725","data/0.2-0.1-1.5-0.15/525",9
"726","data/0.2-0.1-1.5-0.15/526",8
"727","data/0.2-0.1-1.5-0.15/527",7
"728","data/0.2-0.1-1.5-0.15/528",48
"729","data/0.2-0.1-1.5-0.15/529",44
"730","data/0.2-0.1-1.5-0.15/530",19
"731","data/0.2-0.1-1.5-0.15/531",15
"732","data/0.2-0.1-1.5-0.15/532",38
"733","data/0.2-0.1-1.5-0.15/533",75
"734","data/0.2-0.1-1.5-0.15/534",41
"735","data/0.2-0.1-1.5-0.15/535",62
"736","data/0.2-0.1-1.5-0.15/536",21
"737","data/0.2-0.1-1.5-0.15/537",18
"738","data/0.2-0.1-1.5-0.15/538",60
"739","data/0.2-0.1-1.5-0.15/539",71
"740","data/0.2-0.1-1.5-0.15/540",23
"741","data/0.2-0.1-1.5-0.15/541",23
"742","data/0.2-0.1-1.5-0.15/542",46
"743","data/0.2-0.1-1.5-0.15/543",48
"744","data/0.2-0.1-1.5-0.15/544",7
"745","data/0.2-0.1-1.5-0.15/545",24
"746","data/0.2-0.1-1.5-0.15/546",69
"747","data/0.2-0.1-1.5-0.15/547",17
"748","data/0.2-0.1-1.5-0.15/548",34
"749","data/0.2-0.1-1.5-0.15/549",147
"750","data/0.2-0.1-1.5-0.15/550",12
"751","data/0.2-0.1-1.5-0.15/551",36
"752","data/0.2-0.1-1.5-0.15/552",7
"753","data/0.2-0.1-1.5-0.15/553",19
"754","data/0.2-0.1-1.5-0.15/554",65
"755","data/0.2-0.1-1.5-0.15/555",25
"756","data/0.2-0.1-1.5-0.15/556",37
"757","data/0.2-0.1-1.5-0.15/557",7
"758","data/0.2-0.1-1.5-0.15/558",40
"759","data/0.2-0.1-1.5-0.15/559",17
"760","data/0.2-0.1-1.5-0.15/560",2
"761","data/0.2-0.1-1.5-0.2/761",40
"762","data/0.2-0.1-1.5-0.2/762",23
"763","data/0.2-0.1-1.5-0.2/763",42
"764","data/0.2-0.1-1.5-0.2/764",35
"765","data/0.2-0.1-1.5-0.2/765",49
"766","data/0.2-0.1-1.5-0.2/766",22
"767","data/0.2-0.1-1.5-0.2/767",34
"768","data/0.2-0.1-1.5-0.2/768",17
"769","data/0.2-0.1-1.5-0.2/769",18
"770","data/0.2-0.1-1.5-0.2/770",6
"771","data/0.2-0.1-1.5-0.2/771",286
"772","data/0.2-0.1-1.5-0.2/772",10
"773","data/0.2-0.1-1.5-0.2/773",110
"774","data/0.2-0.1-1.5-0.2/774",85
"775","data/0.2-0.1-1.5-0.2/775",31
"776","data/0.2-0.1-1.5-0.2/776",142
"777","data/0.2-0.1-1.5-0.2/777",40
"778","data/0.2-0.1-1.5-0.2/778",26
"779","data/0.2-0.1-1.5-0.2/779",34
"780","data/0.2-0.1-1.5-0.2/780",36
"781","data/0.2-0.1-1.5-0.2/781",47
"782","data/0.2-0.1-1.5-0.2/782",64
"783","data/0.2-0.1-1.5-0.2/783",54
"784","data/0.2-0.1-1.5-0.2/784",76
"785","data/0.2-0.1-1.5-0.2/785",212
"786","data/0.2-0.1-1.5-0.2/786",104
"787","data/0.2-0.1-1.5-0.2/787",10
"788","data/0.2-0.1-1.5-0.2/788",32
"789","data/0.2-0.1-1.5-0.2/789",11
"790","data/0.2-0.1-1.5-0.2/790",79
"791","data/0.2-0.1-1.5-0.2/791",56
"792","data/0.2-0.1-1.5-0.2/792",5
"793","data/0.2-0.1-1.5-0.2/793",241
"794","data/0.2-0.1-1.5-0.2/794",68
"795","data/0.2-0.1-1.5-0.2/795",71
"796","data/0.2-0.1-1.5-0.2/796",25
"797","data/0.2-0.1-1.5-0.2/797",13
"798","data/0.2-0.1-1.5-0.2/798",34
"799","data/0.2-0.1-1.5-0.2/799",137
"800","data/0.2-0.1-1.5-0.2/800",16
